D 2023-04-29 13:15:02,160| DEBUG    | [remote_connection.py:remote_connection:_request:303] - GET http://localhost:65379/session/c842fb37b70a3d7338ec57767a39a344/url {}
D 2023-04-29 13:15:02,167| DEBUG    | [connectionpool.py:connectionpool:_make_request:452] - http://localhost:65379 "GET /session/c842fb37b70a3d7338ec57767a39a344/url HTTP/1.1" 200 118
D 2023-04-29 13:15:02,168| DEBUG    | [remote_connection.py:remote_connection:_request:347] - Finished Request
D 2023-04-29 13:15:02,168| DEBUG    | [asserts.py:asserts:asserts_url:24] - URL实际结果为：https://sgzzlb.lingxigames.com/news/search/?keyword=%E4%B8%89%E5%9B%BD%E5%BF%97%E6%88%98%E7%95%A5%E7%89%88
D 2023-04-29 13:15:02,170| DEBUG    | [asserts.py:asserts:asserts_url:25] - URL预期结果为：https://sgzzlb.lingxigames.com/news/search/?keyword=%E4%B8%89%E5%9B%BD%E5%BF%97%E6%88%98%E7%95%A5%E7%89%88
I 2023-04-29 13:15:02,170| INFO     | [asserts.py:asserts:asserts_url:27] - 断言用例通过！
D 2023-04-29 13:15:02,171| DEBUG    | [remote_connection.py:remote_connection:_request:303] - POST http://localhost:65379/session/c842fb37b70a3d7338ec57767a39a344/element {"using": "css selector", "value": ".icon-wx"}
D 2023-04-29 13:15:02,178| DEBUG    | [connectionpool.py:connectionpool:_make_request:452] - http://localhost:65379 "POST /session/c842fb37b70a3d7338ec57767a39a344/element HTTP/1.1" 200 88
D 2023-04-29 13:15:02,179| DEBUG    | [remote_connection.py:remote_connection:_request:347] - Finished Request
D 2023-04-29 13:15:02,179| DEBUG    | [remote_connection.py:remote_connection:_request:303] - POST http://localhost:65379/session/c842fb37b70a3d7338ec57767a39a344/actions {"actions": [{"type": "pointer", "parameters": {"pointerType": "mouse"}, "id": "mouse", "actions": [{"type": "pointerMove", "duration": 250, "x": 0, "y": 0, "origin": {"element-6066-11e4-a52e-4f735466cecf": "920ca12a-50f1-4d32-9f2c-60535192c420"}}]}, {"type": "key", "id": "key", "actions": [{"type": "pause", "duration": 0}]}]}
D 2023-04-29 13:15:02,464| DEBUG    | [connectionpool.py:connectionpool:_make_request:452] - http://localhost:65379 "POST /session/c842fb37b70a3d7338ec57767a39a344/actions HTTP/1.1" 200 14
D 2023-04-29 13:15:02,465| DEBUG    | [remote_connection.py:remote_connection:_request:347] - Finished Request
D 2023-04-29 13:15:02,971| DEBUG    | [remote_connection.py:remote_connection:_request:303] - POST http://localhost:65379/session/c842fb37b70a3d7338ec57767a39a344/element {"using": "xpath", "value": "//h4[contains(text(),'\u5fae\u4fe1\u516c\u4f17\u53f7')]"}
D 2023-04-29 13:15:02,999| DEBUG    | [connectionpool.py:connectionpool:_make_request:452] - http://localhost:65379 "POST /session/c842fb37b70a3d7338ec57767a39a344/element HTTP/1.1" 200 88
D 2023-04-29 13:15:03,000| DEBUG    | [remote_connection.py:remote_connection:_request:347] - Finished Request
D 2023-04-29 13:15:03,000| DEBUG    | [remote_connection.py:remote_connection:_request:303] - POST http://localhost:65379/session/c842fb37b70a3d7338ec57767a39a344/actions {"actions": [{"type": "pointer", "parameters": {"pointerType": "mouse"}, "id": "mouse", "actions": [{"type": "pointerMove", "duration": 250, "x": 0, "y": 0, "origin": {"element-6066-11e4-a52e-4f735466cecf": "5dc502e9-8c9c-4160-987b-89777074ce84"}}]}, {"type": "key", "id": "key", "actions": [{"type": "pause", "duration": 0}]}]}
